date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:30:22	222776/222776	---M--	200	added ('OK')	image/png	etag:%225a2d499d2c0e753ff39f030437991124%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba3fd8e1ea259944043dc_testi3.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba3fd8e1ea259944043dc_testi3.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:22	79274/79274	---M--	200	added ('OK')	image/png	etag:%223813a9d64104842fca839b40ccaef850%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba3fd5d9e841569645d95_testi4.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba3fd5d9e841569645d95_testi4.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:23	53656/53656	---M--	200	added ('OK')	image/png	etag:%228c545d6987fbe95c0640e5ba0251f69c%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599ed0dbd5b493e7737_tesi%208.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599ed0dbd5b493e7737_tesi%208.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:23	81757/81757	---M--	200	added ('OK')	image/png	etag:%22fdf635986fee53dbef488869b53a7219%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba5991d78148bbfcec892_testi10.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba5991d78148bbfcec892_testi10.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:23	34362/34362	---M--	200	added ('OK')	image/png	etag:%22d66d8b129d6117513b3c0cee5abb3ed6%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599133b2ee154ab293e_testi9.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599133b2ee154ab293e_testi9.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:23	182617/182617	---M--	200	added ('OK')	image/png	etag:%22bab240b117789487ed1fb4fb2180b5ff%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599fb0e0addda938812_testi6.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599fb0e0addda938812_testi6.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:24	109181/109181	---M--	200	added ('OK')	image/png	etag:%228ad2a314abd4e4bd759a14546202231b%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599561397ca72cba717_tesit%205.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba599561397ca72cba717_tesit%205.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:24	163959/163959	---M--	200	added ('OK')	image/png	etag:%225b4e8792e4dbfee9ff17ac5b24defe75%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba5992705542d4a6a0a40_testi7.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aba5992705542d4a6a0a40_testi7.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:24	168873/168873	---M--	200	added ('OK')	image/png	etag:%22f0b8e8678d54df38b1a09729af0c0099%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67abd7b0b2f58373e279c2f6_stats.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67abd7b0b2f58373e279c2f6_stats.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:24	67756/67756	---M--	200	added ('OK')	image/png	etag:%227aacb5d823cad8d5004849449ceddaba%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67abe3b541d3fa50bef594cd_santiago.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67abe3b541d3fa50bef594cd_santiago.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:24	2705984/2705984	---M--	200	added ('OK')	image/gif	etag:%224cc735a32c28384b1472e3285831cfc6%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac3b3c42997040144e6359_screen-record-phone-%20(1).gif	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac3b3c42997040144e6359_screen-record-phone-%20(1).gif	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:25	36244/36244	---M--	200	added ('OK')	image/png	etag:%22f9a2102e782d0bbbf0e4da6ca4a7d93f%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac429c6a754536b0d570e8_70%25.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac429c6a754536b0d570e8_70%.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:25	36512/36512	---M--	200	added ('OK')	image/png	etag:%225892f7962c9a1d29914a98da182ffb46%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac429f8f557f1fb871900f_80%25.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac429f8f557f1fb871900f_80%.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:25	94352/94352	---M--	200	added ('OK')	image/png	etag:%22ae3a0c048d7fa039330876dae55bc75a%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac48d7e61f8dde3094daff_Catherine.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67ac48d7e61f8dde3094daff_Catherine.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:25	2090730/2090730	---M--	200	added ('OK')	image/gif	etag:%22469c55c5051b5c4f1b4116b4efff07d7%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca0e97ef855763d8f51b2_copy-paste.gif	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca0e97ef855763d8f51b2_copy-paste.gif	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:26	231977/231977	---M--	200	added ('OK')	image/png	etag:%2278ebca065d77995fe7e6d2f134e0aa26%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca347cfdd05cdbe2f9df2_chatgpt-bible-testimonials-1.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca347cfdd05cdbe2f9df2_chatgpt-bible-testimonials-1.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:26	488626/488626	---M--	200	added ('OK')	image/png	etag:%223d3520ac749914b4976ef5bcea31ec61%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca3057454bfbbed7ff234_chatgpt-bible-testimonials-3.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca3057454bfbbed7ff234_chatgpt-bible-testimonials-3.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:26	101392/101392	---M--	200	added ('OK')	image/png	etag:%220cd47f47490f886e48027a2d3b0a37fa%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca3056b3c32b24b54893b_chatgpt-bible-testimonials5.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca3056b3c32b24b54893b_chatgpt-bible-testimonials5.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:26	447086/447086	---M--	200	added ('OK')	image/png	etag:%22edc0b241e138c94307d95cad179520d0%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca305ce96c91ff945ab6b_chatgpt-bible-testimonials-2.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca305ce96c91ff945ab6b_chatgpt-bible-testimonials-2.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:27	670537/670537	---M--	200	added ('OK')	image/png	etag:%226a35b2923b27842475f7299fb4bdd9bf%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca305179bcf778d011145_chatgpt-bible-testimonials-4.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca305179bcf778d011145_chatgpt-bible-testimonials-4.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:27	1271/1271	---M--	200	added ('OK')	image/png	etag:%2260aa3c64c93432e6d200a9444e2f651e%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca5e41e81181cfc539e32_arrow.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67aca5e41e81181cfc539e32_arrow.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:27	298852/298852	---M--	200	added ('OK')	image/jpeg	etag:%22337a45358e4c64d1f4edaddb8310a1c2%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67acb582a8865f55980abc72_darius.jpg	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67acb582a8865f55980abc72_darius.jpg	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:27	9474/9474	---M--	200	added ('OK')	image/png	etag:%222f397b398b02ab29b57c606274fe695f%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67acb7670a6a4e3704066f96_trust.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67acb7670a6a4e3704066f96_trust.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:27	742120/742120	---M--	200	added ('OK')	image/png	etag:%22f14237d82a223e4aff129417bc3991f1%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/67acc131686a04c18081e797_mockup.png	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/67acc131686a04c18081e797_mockup.png	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:28	4692/4692	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Apr%202025%2002:30:38%20GMT	https://chatgpt-bible.dariuslukas.com/cdn-cgi/l/email-protection	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/cdn-cgi/l/email-protection.html	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:28	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%226807ab82-4d7%22	https://chatgpt-bible.dariuslukas.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:28	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=67ab717bc902c98b4587761c	C:/My%20Web%20Sites/chat%20bible/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c833e3.js	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:28	36033/36033	---MCZ	200	added ('OK')	text/javascript	etag:W/%22c2baeb117caff557b76166e9bf46d467%22	https://cdn.prod.website-files.com/67ab717bc902c98b4587761c/js/webflow.751e0867.f68fe005672cde30.js	C:/My%20Web%20Sites/chat%20bible/cdn.prod.website-files.com/67ab717bc902c98b4587761c/js/webflow.751e0867.f68fe005672cde30.js	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:29	5181/5181	---MCZ	200	added ('OK')	text/plain	date:Mon,%2028%20Apr%202025%2002:30:39%20GMT	https://track.dariuslukas.com/uniclick.js?attribution=lastpaid&cookiedomain=dariuslukas.com&cookieduration=90&defaultcampaignid=67607e5405f19f40b202a2d9&regviewonce=false	C:/My%20Web%20Sites/chat%20bible/track.dariuslukas.com/uniclick33a0.js	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:29	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2028%20Apr%202025%2002:30:40%20GMT	https://chatgpt-bible.dariuslukas.com/cdn-cgi/challenge-platform/scripts/jsd/main.js	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/cdn-cgi/challenge-platform/scripts/jsd/main.2e.delayed	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:34	8448/8448	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Apr%202025%2002:30:40%20GMT	https://chatgpt-bible.dariuslukas.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/44e6f86df4dc/main.js?	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/cdn-cgi/challenge-platform/h/g/scripts/jsd/44e6f86df4dc/maind41d.js	(from https://chatgpt-bible.dariuslukas.com/offer)
23:30:34	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:45%20GMT	https://chatgpt-bible.dariuslukas.com/a	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/a.30.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:35	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:45%20GMT	https://chatgpt-bible.dariuslukas.com/POST	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/POST	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:35	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:46%20GMT	https://chatgpt-bible.dariuslukas.com/b.resolvedLink	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:35	166/166	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Apr%202025%2002:30:46%20GMT	https://chatgpt-bible.dariuslukas.com/schema.org/	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:35	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:46%20GMT	https://chatgpt-bible.dariuslukas.com/d	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/d	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:35	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:46%20GMT	https://chatgpt-bible.dariuslukas.com/signals/iwl.js	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:36	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:46%20GMT	https://chatgpt-bible.dariuslukas.com/	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:36	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:46%20GMT	https://chatgpt-bible.dariuslukas.com/c.dl	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:36	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:47%20GMT	https://chatgpt-bible.dariuslukas.com/c.rl	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:39	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:49%20GMT	https://chatgpt-bible.dariuslukas.com/schema.org	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/schema.org	(from https://chatgpt-bible.dariuslukas.com/schema.org/)
23:30:39	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:49%20GMT	https://chatgpt-bible.dariuslukas.com/POST	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:40	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:50%20GMT	https://chatgpt-bible.dariuslukas.com/	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:40	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:50%20GMT	https://chatgpt-bible.dariuslukas.com/b.resolvedLink	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:40	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:50%20GMT	https://chatgpt-bible.dariuslukas.com/d	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/d.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:40	0/-1	---M--	502	error ('')			https://chatgpt-bible.dariuslukas.com/a	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:40	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:50%20GMT	https://chatgpt-bible.dariuslukas.com/signals/iwl.js	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/signals/iwl.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:41	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:51%20GMT	https://chatgpt-bible.dariuslukas.com/c.dl	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/c.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:41	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:51%20GMT	https://chatgpt-bible.dariuslukas.com/schema.org	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/schema.html	(from https://chatgpt-bible.dariuslukas.com/schema.org/)
23:30:41	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:51%20GMT	https://chatgpt-bible.dariuslukas.com/c.rl	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/c-2.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:41	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:51%20GMT	https://chatgpt-bible.dariuslukas.com/POST	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/POST.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:42	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:52%20GMT	https://chatgpt-bible.dariuslukas.com/	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:42	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:52%20GMT	https://chatgpt-bible.dariuslukas.com/b.resolvedLink	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/b.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:42	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:53%20GMT	https://chatgpt-bible.dariuslukas.com/c.dl	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/c.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:43	0/-1	---M--	502	error ('')			https://chatgpt-bible.dariuslukas.com/a	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/a.html	(from https://connect.facebook.net/en_US/fbevents.js)
23:30:43	6417/6417	---M--	502	error ('Bad%20Gateway')	text/html	date:Mon,%2028%20Apr%202025%2002:30:52%20GMT	https://chatgpt-bible.dariuslukas.com/d	C:/My%20Web%20Sites/chat%20bible/chatgpt-bible.dariuslukas.com/d.html	(from https://connect.facebook.net/en_US/fbevents.js)
